class_acc,class_loss,loss,val_class_acc,val_class_loss,val_loss,val_xmax_loss,val_xmax_mae,val_xmin_loss,val_xmin_mae,val_ymax_loss,val_ymax_mae,val_ymin_loss,val_ymin_mae,xmax_loss,xmax_mae,xmin_loss,xmin_mae,ymax_loss,ymax_mae,ymin_loss,ymin_mae,learning_rate,epoch
0.5981359481811523,1.2510786056518555,1.6448876857757568,0.2455357164144516,4.59768009185791,5.943821907043457,0.2527725100517273,0.424900621175766,0.3566921651363373,0.4977579414844513,0.48106956481933594,0.5265060663223267,0.25560736656188965,0.321878045797348,0.07409082353115082,0.21359379589557648,0.09671474993228912,0.23236824572086334,0.14093782007694244,0.2594074606895447,0.0820653960108757,0.20869094133377075,0.0005000000237487257,0
0.7845394611358643,0.6948902010917664,0.8410849571228027,0.265625,12.609850883483887,25.366926193237305,5.464591026306152,1.3392045497894287,1.08634352684021,0.6294360756874084,2.5351321697235107,0.9552834630012512,3.6710121631622314,1.0782312154769897,0.03744884952902794,0.1436866819858551,0.04012228175997734,0.14470458030700684,0.03788677603006363,0.15288375318050385,0.030736852437257767,0.13229480385780334,0.0005000000237487257,1
0.8322368264198303,0.5198041200637817,0.657693088054657,0.3616071343421936,14.11902904510498,19.951791763305664,0.4154569208621979,0.4427526891231537,0.17465174198150635,0.3046174943447113,5.141864776611328,1.2208642959594727,0.10078990459442139,0.23227627575397491,0.03382085636258125,0.1360195279121399,0.03795304894447327,0.1403970867395401,0.03853906691074371,0.15409879386425018,0.0275760218501091,0.12643924355506897,0.0005000000237487257,2
0.8492324352264404,0.48254552483558655,0.6043872237205505,0.4799107015132904,1.566710352897644,2.0878729820251465,0.066498763859272,0.2038366049528122,0.06594853848218918,0.20024435222148895,0.20852820575237274,0.372823566198349,0.18018706142902374,0.3326050639152527,0.03310255706310272,0.1359540820121765,0.029508205130696297,0.1225527971982956,0.03531380742788315,0.1446659117937088,0.023917261511087418,0.11538618803024292,0.0005000000237487257,3
0.8788377046585083,0.38987085223197937,0.5027944445610046,0.2633928656578064,2.299879312515259,2.6146023273468018,0.06284023821353912,0.20679566264152527,0.06930778175592422,0.20363888144493103,0.12313465029001236,0.31457582116127014,0.0594402439892292,0.2140955775976181,0.028850411996245384,0.1297808140516281,0.025786707177758217,0.11968489736318588,0.03556721657514572,0.14741289615631104,0.02271922305226326,0.11013548076152802,0.0005000000237487257,4
0.90625,0.29703935980796814,0.4018746018409729,0.7544642686843872,0.7018705606460571,0.8434146046638489,0.035348374396562576,0.1475154012441635,0.03264739364385605,0.13496115803718567,0.027605125680565834,0.13065935671329498,0.045942991971969604,0.17822670936584473,0.02703658491373062,0.12350809574127197,0.028488444164395332,0.11990534514188766,0.028421524912118912,0.1285523921251297,0.02088872157037258,0.10834385454654694,0.0005000000237487257,5
0.921600878238678,0.2712058126926422,0.37222424149513245,0.9308035969734192,0.24422843754291534,0.3399486541748047,0.019702991470694542,0.10904280841350555,0.02608296647667885,0.10707711428403854,0.03150724992156029,0.1452859789133072,0.0184270441532135,0.11006628721952438,0.028374087065458298,0.12588241696357727,0.02600071020424366,0.11457449942827225,0.025844261050224304,0.12265744060277939,0.02079947292804718,0.10766654461622238,0.0005000000237487257,6
0.9194079041481018,0.27554240822792053,0.36833417415618896,0.8705357313156128,0.43819960951805115,0.5777096748352051,0.044104862958192825,0.11879400163888931,0.017909616231918335,0.09067036211490631,0.05608475208282471,0.12718163430690765,0.021410828456282616,0.09823502600193024,0.02273518778383732,0.10832259804010391,0.023521998897194862,0.1072164922952652,0.0277627594769001,0.12766627967357635,0.01877172291278839,0.09996409714221954,0.0005000000237487257,7
0.9495614171028137,0.19462430477142334,0.27586907148361206,0.9732142686843872,0.1170876994729042,0.19634784758090973,0.023435281589627266,0.11626864224672318,0.018189312890172005,0.10396832227706909,0.019238663837313652,0.10715443640947342,0.018396912142634392,0.09209202229976654,0.019577670842409134,0.09971483051776886,0.019237400963902473,0.09722644090652466,0.024506328627467155,0.11813335120677948,0.01792341284453869,0.09950006753206253,0.0005000000237487257,8
0.9385964870452881,0.20207540690898895,0.28162872791290283,0.9486607313156128,0.1443532258272171,0.23055577278137207,0.020873257890343666,0.11473529040813446,0.022386204451322556,0.10766477882862091,0.02662222646176815,0.12452154606580734,0.01632087491452694,0.09346731752157211,0.02118420973420143,0.10491067171096802,0.018222155049443245,0.09149757027626038,0.023271288722753525,0.11432278156280518,0.01687561348080635,0.09266184270381927,0.0005000000237487257,9
0.9555920958518982,0.13835428655147552,0.21593837440013885,0.9732142686843872,0.09713201224803925,0.17072150111198425,0.014951336197555065,0.09017976373434067,0.026316052302718163,0.12413851171731949,0.018733834847807884,0.10268084704875946,0.013588258065283298,0.08036483824253082,0.01769177056849003,0.09871035814285278,0.02099573239684105,0.10056094825267792,0.023159334436058998,0.11486557871103287,0.01573720946907997,0.09090566635131836,0.0005000000237487257,10
0.9555920958518982,0.13565146923065186,0.20580889284610748,0.8816964030265808,1.3740227222442627,4.648157596588135,1.5723817348480225,0.3481843173503876,0.8815945982933044,0.26504072546958923,0.5533574819564819,0.23438093066215515,0.26680082082748413,0.17205286026000977,0.017555883154273033,0.09687459468841553,0.014898902736604214,0.0862422063946724,0.0219345074146986,0.11145731806755066,0.015768080949783325,0.09084483236074448,0.0005000000237487257,11
0.9457237124443054,0.19619275629520416,0.27464190125465393,0.7946428656578064,0.7556076049804688,0.863283634185791,0.024179132655262947,0.11064188182353973,0.029772073030471802,0.11370793730020523,0.039459872990846634,0.12249349057674408,0.014264850877225399,0.08448760211467743,0.021475104615092278,0.10977725684642792,0.01927877962589264,0.09947458654642105,0.022195391356945038,0.1110878512263298,0.015499887987971306,0.08908407390117645,0.0005000000237487257,12
0.9375,0.18721728026866913,0.26182764768600464,0.9263392686843872,0.2448274940252304,0.3065417408943176,0.017579244449734688,0.1072693020105362,0.011900020763278008,0.08041371405124664,0.017128324136137962,0.09860985726118088,0.015106648206710815,0.09738857299089432,0.0195232592523098,0.10082219541072845,0.018267005681991577,0.09410477429628372,0.020503655076026917,0.10729822516441345,0.01631646603345871,0.0918610468506813,0.0005000000237487257,13
0.9731359481811523,0.08583416044712067,0.15320782363414764,0.984375,0.06762797385454178,0.12840427458286285,0.019487543031573296,0.10844706743955612,0.01542357262223959,0.09575705230236053,0.01815907098352909,0.112108014523983,0.0077061159536242485,0.06349979341030121,0.01513614784926176,0.0892210528254509,0.016681184992194176,0.08803717792034149,0.02171793021261692,0.10816987603902817,0.013838396407663822,0.08484521508216858,0.0005000000237487257,14
0.9797149300575256,0.08494621515274048,0.150999054312706,0.9575892686843872,0.2277584969997406,0.2751897871494293,0.012806321494281292,0.07698827236890793,0.009731493890285492,0.07177047431468964,0.014208502136170864,0.08921898156404495,0.010684987530112267,0.07178841531276703,0.015434599481523037,0.08992046117782593,0.016643140465021133,0.09190493077039719,0.020672503858804703,0.10792510211467743,0.01330259907990694,0.0811026394367218,0.0005000000237487257,15
