class_acc,class_loss,loss,val_class_acc,val_class_loss,val_loss,val_xmax_loss,val_xmax_mae,val_xmin_loss,val_xmin_mae,val_ymax_loss,val_ymax_mae,val_ymin_loss,val_ymin_mae,xmax_loss,xmax_mae,xmin_loss,xmin_mae,ymax_loss,ymax_mae,ymin_loss,ymin_mae,learning_rate,epoch
0.5191885828971863,1.423342227935791,1.9567317962646484,0.4933035671710968,1.7527201175689697,2.555016279220581,0.09066913276910782,0.23563730716705322,0.10919241607189178,0.2678021788597107,0.3542945981025696,0.540918231010437,0.24813999235630035,0.44365760684013367,0.12318830192089081,0.2565577030181885,0.12135465443134308,0.2422228306531906,0.21419720351696014,0.29959648847579956,0.07464931905269623,0.2051611840724945,0.0005000000237487257,0
0.703399121761322,0.9076082706451416,1.1214618682861328,0.7321428656578064,1.0641812086105347,1.4179623126983643,0.12288830429315567,0.25978967547416687,0.08839041739702225,0.23720455169677734,0.08927503973245621,0.23290786147117615,0.053227346390485764,0.17988264560699463,0.05791729316115379,0.18680518865585327,0.05416429787874222,0.1773226410150528,0.060293253511190414,0.19599325954914093,0.04147879406809807,0.1577339768409729,0.0005000000237487257,1
0.7412280440330505,0.7683253884315491,0.9438706040382385,0.1361607164144516,11.749013900756836,12.672978401184082,0.12222518771886826,0.2956998944282532,0.11247949302196503,0.2746352553367615,0.5535377264022827,0.47188499569892883,0.13572046160697937,0.2528322637081146,0.04774370416998863,0.16849544644355774,0.04508703202009201,0.15933917462825775,0.0486447773873806,0.17505942285060883,0.03406944498419762,0.141745924949646,0.0005000000237487257,2
0.7845394611358643,0.6857085227966309,0.8369858264923096,0.5691964030265808,1.3891414403915405,1.6252870559692383,0.06157423183321953,0.19881761074066162,0.04676256701350212,0.1741572916507721,0.08803839236497879,0.26073989272117615,0.03977035731077194,0.16267655789852142,0.03902033343911171,0.14838244020938873,0.035909149795770645,0.139212504029274,0.04403894022107124,0.16440722346305847,0.03230892866849899,0.13641084730625153,0.0005000000237487257,3
0.8042762875556946,0.6043787598609924,0.7481284141540527,0.8147321343421936,0.673792839050293,0.920641303062439,0.06667894124984741,0.20982861518859863,0.04194774106144905,0.16722215712070465,0.10376492887735367,0.2771766781806946,0.034456800669431686,0.13542796671390533,0.038153987377882004,0.14603422582149506,0.035216134041547775,0.14026790857315063,0.04075860232114792,0.15743859112262726,0.029620904475450516,0.1321970373392105,0.0005000000237487257,4
0.8415570259094238,0.46718400716781616,0.5897840261459351,0.6919642686843872,1.1180614233016968,1.367630958557129,0.062476854771375656,0.20838108658790588,0.03660041093826294,0.1458541601896286,0.10954112559556961,0.27225789427757263,0.0409511923789978,0.16552303731441498,0.031596262007951736,0.13393859565258026,0.033284734934568405,0.13164487481117249,0.03197984769940376,0.1386513113975525,0.025739263743162155,0.1193314865231514,0.0005000000237487257,5
0.8678728342056274,0.44855234026908875,0.5769340991973877,0.4196428656578064,2.8639466762542725,3.099168300628662,0.04618601128458977,0.18101581931114197,0.05083373561501503,0.1805586814880371,0.0814872458577156,0.2020278424024582,0.05671445280313492,0.19215667247772217,0.03429897874593735,0.1390063315629959,0.030343879014253616,0.12385398149490356,0.036266084760427475,0.14766693115234375,0.027472825720906258,0.1241891160607338,0.0005000000237487257,6
0.8585526347160339,0.42059779167175293,0.535864531993866,0.5089285969734192,1.5383145809173584,1.734755277633667,0.05837208777666092,0.20278719067573547,0.03247620165348053,0.14491169154644012,0.06816919893026352,0.1996387243270874,0.03742298483848572,0.15480220317840576,0.028774868696928024,0.12706343829631805,0.029138734564185143,0.12250897288322449,0.03241748735308647,0.1378682404756546,0.024935606867074966,0.11679856479167938,0.0005000000237487257,7
0.8826754093170166,0.336638867855072,0.4398833215236664,0.8191964030265808,0.6323622465133667,0.7424662709236145,0.026095513254404068,0.12386314570903778,0.029057588428258896,0.13388314843177795,0.0332304872572422,0.13952603936195374,0.02172045409679413,0.10860753804445267,0.02784157171845436,0.12000498175621033,0.023401960730552673,0.10587938129901886,0.029426025226712227,0.13119947910308838,0.02257487364113331,0.11119234561920166,0.0005000000237487257,8
0.890350878238678,0.35077616572380066,0.4551331698894501,0.7522321343421936,0.8656765818595886,1.0280976295471191,0.0547894723713398,0.1927085816860199,0.03541535884141922,0.14268656075000763,0.045938052237033844,0.176470085978508,0.026278257369995117,0.12116193026304245,0.026103917509317398,0.11496526002883911,0.0238272026181221,0.10632002353668213,0.031825147569179535,0.13673298060894012,0.02260078303515911,0.11069047451019287,0.0005000000237487257,9
